matkul,nim,nilai_angka,user,item,rating
Matematika Diskrit,H1051211064,4.0,344,97,1.0
Pengenalan Teknologi Informasi,H1051211064,3.5,344,134,0.875
Agama,H1051211065,4.0,345,0,1.0
Bahasa Indonesia,H1051211065,3.5,345,12,0.875
Bahasa Inggris I,H1051211065,4.0,345,14,1.0
Dasar Pemrograman,H1051211065,4.0,345,25,1.0
Fisika I,H1051211065,4.0,345,38,1.0
Interaksi Manusia dan Komputer,H1051211065,4.0,345,45,1.0
Jaringan Komputer,H1051211065,4.0,345,47,1.0
Kalkulus,H1051211065,3.5,345,52,0.875
Keamanan Sistem,H1051211065,3.5,345,56,0.875
Kecerdasan Buatan,H1051211065,4.0,345,59,1.0
Matematika Diskrit,H1051211065,4.0,345,97,1.0
Metodologi Penelitian,H1051211065,4.0,345,100,1.0
Organisasi & Arsitektur Komputer,H1051211065,3.0,345,105,0.75
Pancasila,H1051211065,4.0,345,109,1.0
Pemodelan dan Simulasi,H1051211065,4.0,345,111,1.0
Pemrograman Mobile,H1051211065,4.0,345,116,1.0
Pemrograman Web,H1051211065,4.0,345,119,1.0
Pengenalan Teknologi Informasi,H1051211065,4.0,345,134,1.0
Periperal dan Interface,H1051211065,3.0,345,144,0.75
Probabilitas dan Statistik,H1051211065,3.5,345,159,0.875
Sistem Tertanam,H1051211065,3.5,345,192,0.875
Agama,H1051211066,4.0,346,0,1.0
Bahasa Indonesia,H1051211066,3.0,346,12,0.75
Bahasa Inggris I,H1051211066,4.0,346,14,1.0
Basis Data,H1051211066,3.0,346,16,0.75
Dasar Pemrograman,H1051211066,1.0,346,25,0.25
Etika Propesi,H1051211066,2.0,346,36,0.5
Fisika I,H1051211066,1.5,346,38,0.375
Fisika II,H1051211066,3.0,346,39,0.75
Jaringan Komputer,H1051211066,4.0,346,47,1.0
Kalkulus,H1051211066,2.0,346,52,0.5
Kalkulus Lanjut,H1051211066,2.0,346,53,0.5
Keamanan Sistem,H1051211066,0.0,346,56,0.0
Kecerdasan Buatan,H1051211066,0.0,346,59,0.0
Kecerdasan Kelompok,H1051211066,1.5,346,60,0.375
Komunikasi Data,H1051211066,2.0,346,69,0.5
Matematika Diskrit,H1051211066,3.5,346,97,0.875
Metode Numerik,H1051211066,0.0,346,99,0.0
Metodologi Penelitian,H1051211066,0.0,346,100,0.0
Organisasi & Arsitektur Komputer,H1051211066,3.0,346,105,0.75
Pemrograman Mobile,H1051211066,4.0,346,116,1.0
Pemrosesan Pararel,H1051211066,4.0,346,123,1.0
Pengenalan Teknologi Informasi,H1051211066,3.0,346,134,0.75
Perancangan Logika Lanjut,H1051211066,0.0,346,138,0.0
Periperal dan Interface,H1051211066,2.0,346,144,0.5
Persamaan Diferensial,H1051211066,0.0,346,145,0.0
Rekayasa Perangkat Lunak,H1051211066,2.0,346,166,0.5
Sistem & Sirkuit,H1051211066,1.0,346,177,0.25
Sistem Mikroprosesor,H1051211066,4.0,346,188,1.0
Sistem Tertanam,H1051211066,2.0,346,192,0.5
Teknik Penulisan & Seminar Ilmiah,H1051211066,3.5,346,204,0.875
Bahasa Indonesia,H1051211067,4.0,347,12,1.0
Bahasa Inggris I,H1051211067,4.0,347,14,1.0
Dasar Pemrograman,H1051211067,3.5,347,25,0.875
Fisika I,H1051211067,4.0,347,38,1.0
Kalkulus,H1051211067,4.0,347,52,1.0
Matematika Diskrit,H1051211067,4.0,347,97,1.0
Pengenalan Teknologi Informasi,H1051211067,4.0,347,134,1.0
Bahasa Indonesia,H1051211068,4.0,348,12,1.0
Bahasa Inggris I,H1051211068,3.0,348,14,0.75
Dasar Pemrograman,H1051211068,2.0,348,25,0.5
Fisika I,H1051211068,4.0,348,38,1.0
Jaringan Komputer,H1051211068,4.0,348,47,1.0
Kalkulus,H1051211068,3.0,348,52,0.75
Keamanan Jaringan,H1051211068,4.0,348,55,1.0
Keamanan Sistem,H1051211068,0.0,348,56,0.0
Kecerdasan Buatan,H1051211068,3.0,348,59,0.75
Matematika Diskrit,H1051211068,3.5,348,97,0.875
Organisasi & Arsitektur Komputer,H1051211068,4.0,348,105,1.0
Pemodelan dan Simulasi,H1051211068,3.5,348,111,0.875
Pengenalan Teknologi Informasi,H1051211068,3.0,348,134,0.75
Periperal dan Interface,H1051211068,4.0,348,144,1.0
Probabilitas dan Statistik,H1051211068,3.0,348,159,0.75
Robotika,H1051211068,3.5,348,169,0.875
Sistem Manajemen Basis Data,H1051211068,3.5,348,187,0.875
Teknik Penulisan & Seminar Ilmiah,H1051211068,3.0,348,204,0.75
Bahasa Indonesia,H1051211069,4.0,349,12,1.0
Bahasa Inggris I,H1051211069,3.0,349,14,0.75
Dasar Pemrograman,H1051211069,4.0,349,25,1.0
Digital Forensik,H1051211069,4.0,349,31,1.0
Fisika I,H1051211069,4.0,349,38,1.0
Interaksi Manusia dan Komputer,H1051211069,4.0,349,45,1.0
Jaringan Komputer,H1051211069,4.0,349,47,1.0
Kalkulus,H1051211069,0.0,349,52,0.0
Kecerdasan Buatan,H1051211069,3.0,349,59,0.75
Matematika Diskrit,H1051211069,4.0,349,97,1.0
Metode Numerik,H1051211069,0.0,349,99,0.0
Pancasila,H1051211069,4.0,349,109,1.0
Pembelajaran Mesin,H1051211069,2.0,349,110,0.5
Pemrograman Mobile,H1051211069,4.0,349,116,1.0
Pemrograman Web,H1051211069,0.0,349,119,0.0
Pemrosesan Pararel,H1051211069,4.0,349,123,1.0
Pengenalan Citra dan Pola,H1051211069,4.0,349,133,1.0
Pengenalan Teknologi Informasi,H1051211069,4.0,349,134,1.0
Periperal dan Interface,H1051211069,0.0,349,144,0.0
Probabilitas dan Statistik,H1051211069,4.0,349,159,1.0
Robotika,H1051211069,0.0,349,169,0.0
Semester Proyek 1,H1051211069,4.0,349,170,1.0
Sistem & Sirkuit,H1051211069,0.0,349,177,0.0
Sistem Tertanam,H1051211069,3.0,349,192,0.75
Teknik Penulisan & Seminar Ilmiah,H1051211069,3.0,349,204,0.75
Bahasa Indonesia,H1051211070,0.0,350,12,0.0
Bahasa Inggris I,H1051211070,0.0,350,14,0.0
Dasar Pemrograman,H1051211070,0.0,350,25,0.0
Fisika I,H1051211070,0.0,350,38,0.0
Kalkulus,H1051211070,0.0,350,52,0.0
Matematika Diskrit,H1051211070,0.0,350,97,0.0
Pengenalan Teknologi Informasi,H1051211070,0.0,350,134,0.0
Bahasa Indonesia,H1051211071,4.0,351,12,1.0
Bahasa Inggris I,H1051211071,3.5,351,14,0.875
Basis Data,H1051211071,4.0,351,16,1.0
Dasar Pemrograman,H1051211071,3.0,351,25,0.75
Fisika I,H1051211071,3.5,351,38,0.875
Jaringan Komputer,H1051211071,3.0,351,47,0.75
Kalkulus,H1051211071,3.0,351,52,0.75
Kalkulus Lanjut,H1051211071,3.0,351,53,0.75
Keamanan Sistem,H1051211071,4.0,351,56,1.0
Komputer dan Masyarakat,H1051211071,4.0,351,68,1.0
Matematika Diskrit,H1051211071,4.0,351,97,1.0
Metode Numerik,H1051211071,2.0,351,99,0.5
Metodologi Penelitian,H1051211071,4.0,351,100,1.0
Pancasila,H1051211071,4.0,351,109,1.0
Pemrograman Mobile,H1051211071,4.0,351,116,1.0
Pemrograman Web,H1051211071,4.0,351,119,1.0
Pengenalan Teknologi Informasi,H1051211071,4.0,351,134,1.0
Perancangan Logika Lanjut,H1051211071,3.0,351,138,0.75
Periperal dan Interface,H1051211071,4.0,351,144,1.0
Bahasa Indonesia,H1051211072,4.0,352,12,1.0
Bahasa Inggris I,H1051211072,4.0,352,14,1.0
Dasar Pemrograman,H1051211072,4.0,352,25,1.0
Fisika I,H1051211072,4.0,352,38,1.0
Jaringan Komputer,H1051211072,4.0,352,47,1.0
KKM/Kerja Praktek,H1051211072,4.0,352,51,1.0
Kalkulus,H1051211072,1.0,352,52,0.25
Keamanan Sistem,H1051211072,4.0,352,56,1.0
Matematika Diskrit,H1051211072,4.0,352,97,1.0
Metode Numerik,H1051211072,3.0,352,99,0.75
Organisasi & Arsitektur Komputer,H1051211072,4.0,352,105,1.0
Pancasila,H1051211072,4.0,352,109,1.0
Pembelajaran Mesin,H1051211072,4.0,352,110,1.0
Pemodelan dan Simulasi,H1051211072,4.0,352,111,1.0
Pemrograman Mobile,H1051211072,4.0,352,116,1.0
Pemrosesan Pararel,H1051211072,4.0,352,123,1.0
Pengenalan Teknologi Informasi,H1051211072,4.0,352,134,1.0
Periperal dan Interface,H1051211072,4.0,352,144,1.0
Probabilitas dan Statistik,H1051211072,4.0,352,159,1.0
Robotika,H1051211072,2.5,352,169,0.625
Semester Proyek 2,H1051211072,4.0,352,171,1.0
Sistem & Sirkuit,H1051211072,2.0,352,177,0.5
Sistem Informasi Bergerak,H1051211072,4.0,352,181,1.0
Sistem Operasi,H1051211072,3.0,352,189,0.75
Sistem Tertanam,H1051211072,4.0,352,192,1.0
Sistem Waktu Nyata,H1051211072,4.0,352,193,1.0
Bahasa Indonesia,H1051211073,4.0,353,12,1.0
Bahasa Inggris I,H1051211073,4.0,353,14,1.0
Dasar Pemrograman,H1051211073,2.5,353,25,0.625
Digital Forensik,H1051211073,4.0,353,31,1.0
Fisika I,H1051211073,4.0,353,38,1.0
Interaksi Manusia dan Komputer,H1051211073,3.5,353,45,0.875
Kalkulus,H1051211073,3.5,353,52,0.875
Keamanan Jaringan,H1051211073,4.0,353,55,1.0
Keamanan Sistem,H1051211073,4.0,353,56,1.0
Matematika Diskrit,H1051211073,4.0,353,97,1.0
Organisasi & Arsitektur Komputer,H1051211073,3.0,353,105,0.75
Pancasila,H1051211073,3.0,353,109,0.75
Pemodelan dan Simulasi,H1051211073,3.5,353,111,0.875
Pemrograman Multimedia & Animasi,H1051211073,4.0,353,117,1.0
Pemrograman Web,H1051211073,4.0,353,119,1.0
Pengenalan Citra dan Pola,H1051211073,3.0,353,133,0.75
Pengenalan Teknologi Informasi,H1051211073,4.0,353,134,1.0
Probabilitas dan Statistik,H1051211073,4.0,353,159,1.0
Robotika,H1051211073,3.5,353,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051211073,3.5,353,204,0.875
Tugas Akhir,H1051211073,3.5,353,208,0.875
Bahasa Indonesia,H1051211074,4.0,354,12,1.0
Bahasa Inggris I,H1051211074,3.0,354,14,0.75
Dasar Pemrograman,H1051211074,2.5,354,25,0.625
Fisika I,H1051211074,3.5,354,38,0.875
Kalkulus,H1051211074,2.0,354,52,0.5
Matematika Diskrit,H1051211074,4.0,354,97,1.0
Pengenalan Teknologi Informasi,H1051211074,3.5,354,134,0.875
Bahasa Indonesia,H1051211075,4.0,355,12,1.0
Bahasa Inggris I,H1051211075,4.0,355,14,1.0
Dasar Pemrograman,H1051211075,4.0,355,25,1.0
Fisika I,H1051211075,4.0,355,38,1.0
Jaringan Komputer,H1051211075,4.0,355,47,1.0
Kalkulus,H1051211075,3.5,355,52,0.875
Kecerdasan Buatan,H1051211075,2.0,355,59,0.5
Komputer dan Masyarakat,H1051211075,4.0,355,68,1.0
Matematika Diskrit,H1051211075,4.0,355,97,1.0
Metodologi Penelitian,H1051211075,3.0,355,100,0.75
Organisasi & Arsitektur Komputer,H1051211075,4.0,355,105,1.0
Pancasila,H1051211075,4.0,355,109,1.0
Pemrograman Web,H1051211075,3.0,355,119,0.75
Pemrosesan Pararel,H1051211075,4.0,355,123,1.0
Pengenalan Teknologi Informasi,H1051211075,4.0,355,134,1.0
Periperal dan Interface,H1051211075,4.0,355,144,1.0
Probabilitas dan Statistik,H1051211075,4.0,355,159,1.0
Robotika,H1051211075,3.5,355,169,0.875
Sistem & Sirkuit,H1051211075,4.0,355,177,1.0
Teknik Penulisan & Seminar Ilmiah,H1051211075,4.0,355,204,1.0
Tugas Akhir,H1051211075,4.0,355,208,1.0
Analisa Algoritma,H1051211076,2.0,356,5,0.5
Bahasa Indonesia,H1051211076,3.0,356,12,0.75
Bahasa Inggris I,H1051211076,3.0,356,14,0.75
Basis Data,H1051211076,0.0,356,16,0.0
Dasar Pemrograman,H1051211076,1.0,356,25,0.25
Fisika I,H1051211076,1.5,356,38,0.375
Fisika II,H1051211076,0.0,356,39,0.0
Kalkulus,H1051211076,2.0,356,52,0.5
Kalkulus Lanjut,H1051211076,0.0,356,53,0.0
Matematika Diskrit,H1051211076,4.0,356,97,1.0
Pancasila,H1051211076,4.0,356,109,1.0
Pengenalan Teknologi Informasi,H1051211076,4.0,356,134,1.0
Bahasa Indonesia,H1051211077,3.5,357,12,0.875
Bahasa Inggris I,H1051211077,2.5,357,14,0.625
Dasar Pemrograman,H1051211077,1.0,357,25,0.25
Elektronika,H1051211077,4.0,357,34,1.0
Fisika I,H1051211077,2.5,357,38,0.625
Interaksi Manusia dan Komputer,H1051211077,4.0,357,45,1.0
Jaringan Komputer,H1051211077,2.0,357,47,0.5
KKM/Kerja Praktek,H1051211077,3.0,357,51,0.75
Kalkulus,H1051211077,3.0,357,52,0.75
Kalkulus Lanjut,H1051211077,0.0,357,53,0.0
Keamanan Sistem,H1051211077,0.0,357,56,0.0
Kecerdasan Buatan,H1051211077,2.5,357,59,0.625
Kecerdasan Kelompok,H1051211077,1.5,357,60,0.375
Komputer dan Masyarakat,H1051211077,2.0,357,68,0.5
Kriptografi,H1051211077,3.0,357,72,0.75
Matematika Diskrit,H1051211077,4.0,357,97,1.0
Pancasila,H1051211077,3.0,357,109,0.75
Pemrosesan Pararel,H1051211077,3.5,357,123,0.875
Pengantar Jaringan Komputer,H1051211077,3.5,357,125,0.875
Pengenalan Teknologi Informasi,H1051211077,1.5,357,134,0.375
Probabilitas dan Statistik,H1051211077,2.0,357,159,0.5
Robotika,H1051211077,1.5,357,169,0.375
Semester Proyek 2,H1051211077,1.0,357,171,0.25
Sistem Operasi,H1051211077,2.0,357,189,0.5
Sistem Tertanam,H1051211077,2.0,357,192,0.5
Sistem Waktu Nyata,H1051211077,3.5,357,193,0.875
Teknik Penulisan & Seminar Ilmiah,H1051211077,2.0,357,204,0.5
Bahasa Indonesia,H1051211078,3.5,358,12,0.875
Bahasa Inggris I,H1051211078,4.0,358,14,1.0
Dasar Pemrograman,H1051211078,1.0,358,25,0.25
Fisika I,H1051211078,4.0,358,38,1.0
Kalkulus,H1051211078,3.0,358,52,0.75
Matematika Diskrit,H1051211078,4.0,358,97,1.0
Pengenalan Teknologi Informasi,H1051211078,3.0,358,134,0.75
Bahasa Indonesia,H1051211079,4.0,359,12,1.0
Bahasa Inggris I,H1051211079,4.0,359,14,1.0
Dasar Pemrograman,H1051211079,4.0,359,25,1.0
Etika Propesi,H1051211079,3.0,359,36,0.75
Fisika I,H1051211079,3.5,359,38,0.875
Jaringan Komputer,H1051211079,4.0,359,47,1.0
Kalkulus,H1051211079,0.0,359,52,0.0
Kalkulus Lanjut,H1051211079,2.0,359,53,0.5
Keamanan Sistem,H1051211079,4.0,359,56,1.0
Kecerdasan Buatan,H1051211079,4.0,359,59,1.0
Kriptografi,H1051211079,4.0,359,72,1.0
Matematika Diskrit,H1051211079,4.0,359,97,1.0
Metode Numerik,H1051211079,2.5,359,99,0.625
Metodologi Penelitian,H1051211079,4.0,359,100,1.0
Organisasi & Arsitektur Komputer,H1051211079,4.0,359,105,1.0
Pancasila,H1051211079,3.0,359,109,0.75
Pembelajaran Mesin,H1051211079,1.5,359,110,0.375
Pemrograman Mobile,H1051211079,4.0,359,116,1.0
Pemrograman Web,H1051211079,4.0,359,119,1.0
Pengenalan Teknologi Informasi,H1051211079,4.0,359,134,1.0
Periperal dan Interface,H1051211079,3.5,359,144,0.875
Probabilitas dan Statistik,H1051211079,4.0,359,159,1.0
Sistem & Sirkuit,H1051211079,1.0,359,177,0.25
Sistem Tertanam,H1051211079,3.5,359,192,0.875
Sistem Waktu Nyata,H1051211079,4.0,359,193,1.0
Bahasa Indonesia,H1051211080,3.0,360,12,0.75
Bahasa Inggris I,H1051211080,3.0,360,14,0.75
Bahasa Inggris II,H1051211080,0.0,360,15,0.0
Dasar Pemrograman,H1051211080,3.0,360,25,0.75
Fisika I,H1051211080,2.5,360,38,0.625
Fisika II,H1051211080,0.0,360,39,0.0
Jaringan Komputer,H1051211080,4.0,360,47,1.0
Jaringan Komputer Lanjut,H1051211080,4.0,360,48,1.0
Kalkulus,H1051211080,1.5,360,52,0.375
Kalkulus Lanjut,H1051211080,1.0,360,53,0.25
Kecerdasan Buatan,H1051211080,1.0,360,59,0.25
Matematika Diskrit,H1051211080,4.0,360,97,1.0
Metodologi Penelitian,H1051211080,3.0,360,100,0.75
Organisasi & Arsitektur Komputer,H1051211080,3.0,360,105,0.75
Pemrograman Mobile,H1051211080,4.0,360,116,1.0
Pemrograman Web,H1051211080,4.0,360,119,1.0
Pengenalan Teknologi Informasi,H1051211080,3.0,360,134,0.75
Periperal dan Interface,H1051211080,2.0,360,144,0.5
Probabilitas dan Statistik,H1051211080,4.0,360,159,1.0
Rekayasa Perangkat Lunak,H1051211080,2.5,360,166,0.625
Sistem & Sirkuit,H1051211080,1.0,360,177,0.25
Sistem Kendali,H1051211080,2.0,360,186,0.5
Sistem Manajemen Basis Data,H1051211080,2.5,360,187,0.625
Sistem Mikroprosesor,H1051211080,2.5,360,188,0.625
Sistem Operasi,H1051211080,4.0,360,189,1.0
Bahasa Indonesia,H1051211081,4.0,361,12,1.0
Bahasa Inggris I,H1051211081,4.0,361,14,1.0
Dasar Pemrograman,H1051211081,3.0,361,25,0.75
Etika Propesi,H1051211081,4.0,361,36,1.0
Fisika I,H1051211081,4.0,361,38,1.0
Jaringan Komputer,H1051211081,4.0,361,47,1.0
Kalkulus,H1051211081,3.5,361,52,0.875
Kecerdasan Buatan,H1051211081,2.0,361,59,0.5
Komputer dan Masyarakat,H1051211081,4.0,361,68,1.0
Matematika Diskrit,H1051211081,4.0,361,97,1.0
Pancasila,H1051211081,4.0,361,109,1.0
Pemrograman Web,H1051211081,4.0,361,119,1.0
Pengenalan Citra dan Pola,H1051211081,4.0,361,133,1.0
Pengenalan Teknologi Informasi,H1051211081,4.0,361,134,1.0
Periperal dan Interface,H1051211081,4.0,361,144,1.0
Probabilitas dan Statistik,H1051211081,3.0,361,159,0.75
Robotika,H1051211081,3.0,361,169,0.75
Sistem & Sirkuit,H1051211081,3.0,361,177,0.75
Tugas Akhir,H1051211081,3.5,361,208,0.875
Bahasa Indonesia,H1051211082,4.0,362,12,1.0
Bahasa Inggris I,H1051211082,3.5,362,14,0.875
Dasar Pemrograman,H1051211082,3.5,362,25,0.875
Fisika I,H1051211082,4.0,362,38,1.0
Jaringan Komputer,H1051211082,4.0,362,47,1.0
KKM/Kerja Praktek,H1051211082,4.0,362,51,1.0
Kalkulus,H1051211082,3.5,362,52,0.875
Keamanan Sistem,H1051211082,4.0,362,56,1.0
Kecerdasan Buatan,H1051211082,3.0,362,59,0.75
Matematika Diskrit,H1051211082,4.0,362,97,1.0
Metodologi Penelitian,H1051211082,4.0,362,100,1.0
Pemodelan dan Simulasi,H1051211082,4.0,362,111,1.0
Pemrograman Multimedia & Animasi,H1051211082,4.0,362,117,1.0
Pengenalan Teknologi Informasi,H1051211082,3.0,362,134,0.75
Periperal dan Interface,H1051211082,4.0,362,144,1.0
Probabilitas dan Statistik,H1051211082,4.0,362,159,1.0
Robotika,H1051211082,3.5,362,169,0.875
Semester Proyek 1,H1051211082,4.0,362,170,1.0
Sistem & Sirkuit,H1051211082,1.0,362,177,0.25
Teknik Penulisan & Seminar Ilmiah,H1051211082,4.0,362,204,1.0
Tranduser dan Sensor,H1051211082,3.5,362,207,0.875
Tugas Akhir,H1051211082,3.5,362,208,0.875
Bahasa Indonesia,H1051211083,3.5,363,12,0.875
Bahasa Inggris I,H1051211083,4.0,363,14,1.0
Dasar Pemrograman,H1051211083,4.0,363,25,1.0
Fisika I,H1051211083,3.5,363,38,0.875
Jaringan Komputer,H1051211083,4.0,363,47,1.0
Kalkulus,H1051211083,2.0,363,52,0.5
Kalkulus Lanjut,H1051211083,2.0,363,53,0.5
Keamanan Jaringan,H1051211083,4.0,363,55,1.0
Keamanan Sistem,H1051211083,4.0,363,56,1.0
Kecerdasan Buatan,H1051211083,4.0,363,59,1.0
Matematika Diskrit,H1051211083,4.0,363,97,1.0
Organisasi & Arsitektur Komputer,H1051211083,3.0,363,105,0.75
Pancasila,H1051211083,3.0,363,109,0.75
Pemodelan dan Simulasi,H1051211083,4.0,363,111,1.0
Pemrograman Multimedia & Animasi,H1051211083,4.0,363,117,1.0
Pemrograman Web,H1051211083,2.0,363,119,0.5
Pengenalan Citra dan Pola,H1051211083,3.5,363,133,0.875
Pengenalan Teknologi Informasi,H1051211083,4.0,363,134,1.0
Robotika,H1051211083,3.5,363,169,0.875
Semester Proyek 1,H1051211083,4.0,363,170,1.0
Sistem & Sirkuit,H1051211083,1.0,363,177,0.25
Sistem Manajemen Basis Data,H1051211083,4.0,363,187,1.0
Sistem Tertanam,H1051211083,3.0,363,192,0.75
Tranduser dan Sensor,H1051211083,4.0,363,207,1.0
Analisa Algoritma,H1051211084,3.0,364,5,0.75
Bahasa Indonesia,H1051211084,4.0,364,12,1.0
Bahasa Inggris I,H1051211084,2.5,364,14,0.625
Dasar Pemrograman,H1051211084,2.0,364,25,0.5
Elektronika,H1051211084,4.0,364,34,1.0
Etika Propesi,H1051211084,0.0,364,36,0.0
Fisika I,H1051211084,1.5,364,38,0.375
Fisika II,H1051211084,3.0,364,39,0.75
Jaringan Komputer,H1051211084,3.5,364,47,0.875
Kalkulus,H1051211084,3.0,364,52,0.75
Kalkulus Lanjut,H1051211084,2.0,364,53,0.5
Kecerdasan Buatan,H1051211084,3.0,364,59,0.75
Kewirausahaan,H1051211084,3.5,364,65,0.875
Komputer dan Masyarakat,H1051211084,4.0,364,68,1.0
Komunikasi Data,H1051211084,2.0,364,69,0.5
Matematika Diskrit,H1051211084,4.0,364,97,1.0
Metode Numerik,H1051211084,2.0,364,99,0.5
Metodologi Penelitian,H1051211084,2.5,364,100,0.625
Organisasi & Arsitektur Komputer,H1051211084,3.0,364,105,0.75
Pemrograman Mobile,H1051211084,1.0,364,116,0.25
Pemrograman Web,H1051211084,3.0,364,119,0.75
Pemrosesan Pararel,H1051211084,4.0,364,123,1.0
Pengenalan Teknologi Informasi,H1051211084,3.5,364,134,0.875
Periperal dan Interface,H1051211084,0.0,364,144,0.0
Semester Proyek 2,H1051211084,3.0,364,171,0.75
Sistem & Sirkuit,H1051211084,1.0,364,177,0.25
Sistem Kendali,H1051211084,1.5,364,186,0.375
Sistem Mikroprosesor,H1051211084,4.0,364,188,1.0
Sistem Waktu Nyata,H1051211084,0.0,364,193,0.0
Teknik Penulisan & Seminar Ilmiah,H1051211084,2.5,364,204,0.625
Bahasa Indonesia,H1051211085,4.0,365,12,1.0
Bahasa Inggris I,H1051211085,4.0,365,14,1.0
Dasar Pemrograman,H1051211085,4.0,365,25,1.0
Fisika I,H1051211085,4.0,365,38,1.0
Jaringan Komputer,H1051211085,4.0,365,47,1.0
Kalkulus,H1051211085,4.0,365,52,1.0
Keamanan Sistem,H1051211085,4.0,365,56,1.0
Kecerdasan Buatan,H1051211085,4.0,365,59,1.0
Matematika Diskrit,H1051211085,4.0,365,97,1.0
Organisasi & Arsitektur Komputer,H1051211085,4.0,365,105,1.0
Pancasila,H1051211085,4.0,365,109,1.0
Pemodelan dan Simulasi,H1051211085,4.0,365,111,1.0
Pemrograman Multimedia & Animasi,H1051211085,4.0,365,117,1.0
Pengenalan Teknologi Informasi,H1051211085,4.0,365,134,1.0
Periperal dan Interface,H1051211085,4.0,365,144,1.0
Probabilitas dan Statistik,H1051211085,3.0,365,159,0.75
Robotika,H1051211085,3.5,365,169,0.875
Teknik Penulisan & Seminar Ilmiah,H1051211085,3.5,365,204,0.875
Bahasa Indonesia,H1051211086,4.0,366,12,1.0
Bahasa Inggris I,H1051211086,4.0,366,14,1.0
Dasar Pemrograman,H1051211086,4.0,366,25,1.0
Fisika I,H1051211086,4.0,366,38,1.0
Kalkulus,H1051211086,1.0,366,52,0.25
Matematika Diskrit,H1051211086,4.0,366,97,1.0
Pengenalan Teknologi Informasi,H1051211086,4.0,366,134,1.0
Bahasa Indonesia,H1051211087,4.0,367,12,1.0
Bahasa Inggris I,H1051211087,4.0,367,14,1.0
Dasar Pemrograman,H1051211087,3.5,367,25,0.875
Fisika I,H1051211087,4.0,367,38,1.0
Jaringan Komputer,H1051211087,4.0,367,47,1.0
Kalkulus,H1051211087,2.0,367,52,0.5
Keamanan Sistem,H1051211087,4.0,367,56,1.0
Kecerdasan Buatan,H1051211087,4.0,367,59,1.0
Matematika Diskrit,H1051211087,4.0,367,97,1.0
Organisasi & Arsitektur Komputer,H1051211087,4.0,367,105,1.0
Pancasila,H1051211087,4.0,367,109,1.0
Pemrograman Multimedia & Animasi,H1051211087,4.0,367,117,1.0
Pemrograman Web,H1051211087,4.0,367,119,1.0
Pengenalan Teknologi Informasi,H1051211087,4.0,367,134,1.0
Periperal dan Interface,H1051211087,4.0,367,144,1.0
Probabilitas dan Statistik,H1051211087,4.0,367,159,1.0
Robotika,H1051211087,3.5,367,169,0.875
Sistem Tertanam,H1051211087,4.0,367,192,1.0
Teknik Penulisan & Seminar Ilmiah,H1051211087,3.5,367,204,0.875
Tugas Akhir,H1051211087,4.0,367,208,1.0
Aljabar Linier dan Matriks,H1051211088,1.0,368,4,0.25
Analisa Algoritma,H1051211088,0.0,368,5,0.0
Bahasa Indonesia,H1051211088,3.0,368,12,0.75
Bahasa Inggris I,H1051211088,2.0,368,14,0.5
Basis Data,H1051211088,1.0,368,16,0.25
Dasar Pemrograman,H1051211088,0.0,368,25,0.0
Fisika I,H1051211088,2.0,368,38,0.5
Fisika II,H1051211088,3.0,368,39,0.75
Kalkulus,H1051211088,0.0,368,52,0.0
Kalkulus Lanjut,H1051211088,0.0,368,53,0.0
Matematika Diskrit,H1051211088,0.0,368,97,0.0
Pengenalan Teknologi Informasi,H1051211088,3.0,368,134,0.75
Bahasa Indonesia,H1051211089,0.0,369,12,0.0
Bahasa Inggris I,H1051211089,2.5,369,14,0.625
Dasar Pemrograman,H1051211089,1.5,369,25,0.375
Fisika I,H1051211089,4.0,369,38,1.0
Kalkulus,H1051211089,2.0,369,52,0.5
Matematika Diskrit,H1051211089,4.0,369,97,1.0
Pengenalan Teknologi Informasi,H1051211089,3.0,369,134,0.75
Bahasa Indonesia,H1051211090,4.0,370,12,1.0
Bahasa Inggris I,H1051211090,4.0,370,14,1.0
Dasar Pemrograman,H1051211090,2.0,370,25,0.5
Fisika I,H1051211090,3.5,370,38,0.875
Kalkulus,H1051211090,3.0,370,52,0.75
Matematika Diskrit,H1051211090,4.0,370,97,1.0
Pengenalan Teknologi Informasi,H1051211090,3.5,370,134,0.875
Bahasa Indonesia,H1051211091,3.5,371,12,0.875
Bahasa Inggris I,H1051211091,2.5,371,14,0.625
Basis Data,H1051211091,0.0,371,16,0.0
Dasar Pemrograman,H1051211091,1.0,371,25,0.25
Elektronika,H1051211091,4.0,371,34,1.0
Etika Propesi,H1051211091,2.5,371,36,0.625
Fisika I,H1051211091,3.5,371,38,0.875
Fisika II,H1051211091,0.0,371,39,0.0
Jaringan Komputer,H1051211091,0.0,371,47,0.0
Jaringan Komputer Lanjut,H1051211091,4.0,371,48,1.0
Kalkulus,H1051211091,3.5,371,52,0.875
Kalkulus Lanjut,H1051211091,2.0,371,53,0.5
Matematika Diskrit,H1051211091,3.5,371,97,0.875
Metodologi Penelitian,H1051211091,2.0,371,100,0.5
Organisasi & Arsitektur Komputer,H1051211091,3.0,371,105,0.75
Pancasila,H1051211091,4.0,371,109,1.0
Pemrograman Mobile,H1051211091,1.5,371,116,0.375
Pengenalan Teknologi Informasi,H1051211091,4.0,371,134,1.0
Periperal dan Interface,H1051211091,0.0,371,144,0.0
